text,source,claim_num,group,labeled_text
a government employee named christopher harrington filed a patent for a cv19 n95 mask in 2015,snopes,304,1,__label__1 a government employee named christopher harrington filed a patent for a cv19 n95 mask in 2015
nate mcmurray wants to reward illegals with amnesty.,politifact,1265,3,__label__3 nate mcmurray wants to reward illegals with amnesty.
in july 2020 us education secretary betsy devos said only 02 of the country's k 12 school students  totaling 14740 children and teens  are likely to die from covid 19 when and if schools fully reopen,snopes,313,1,__label__1 in july 2020 us education secretary betsy devos said only 02 of the country's k 12 school students  totaling 14740 children and teens  are likely to die from covid 19 when and if schools fully reopen
suggests trump urged sick people to get out and vote during covid 19 pandemic,politifact,149,1,__label__1 suggests trump urged sick people to get out and vote during covid 19 pandemic
says the april 22 jump in covid 19 cases was related to the election,politifact,574,1,__label__1 says the april 22 jump in covid 19 cases was related to the election
two stamps needed for mail-in ballots.,politifact,50,2,__label__2 two stamps needed for mail-in ballots.
"under an executive order, expensive insulin went from big dollars to virtual pennies _Â¦ especially (for) our seniors.",politifact,1061,3,"__label__3 under an executive order, expensive insulin went from big dollars to virtual pennies _Â¦ especially (for) our seniors."
on july 25 2020 a couple wore swastika face masks while shopping at a walmart store in minnesota,snopes,726,0,__label__0 on july 25 2020 a couple wore swastika face masks while shopping at a walmart store in minnesota
immigrants make up a majority of essential workers in places like new york city,politifact,833,0,__label__0 immigrants make up a majority of essential workers in places like new york city
new york state hospitals reporting thousands of fungus lung infections due to wearing a mask!!,politifact,470,1,__label__1 new york state hospitals reporting thousands of fungus lung infections due to wearing a mask!!
"says rep. matt gaetz and sen. ted cruz took two weeks paid sick leave to self-quarantine. gaetz voted in 2013 to make it illegal for any city in florida to enact paid sick leave, and cruz voted in 2015 in the u.s. senate against paid sick leave.",politifact,971,2,"__label__2 says rep. matt gaetz and sen. ted cruz took two weeks paid sick leave to self-quarantine. gaetz voted in 2013 to make it illegal for any city in florida to enact paid sick leave, and cruz voted in 2015 in the u.s. senate against paid sick leave."
china is to blame because the culture where people eat bats and snakes and dogs and things like that these viruses are transmitted from the animal to the people and that's why china has been the source of a lot of these viruses like sars like mers the swine flu and now the coronavirus,politifact,653,1,__label__1 china is to blame because the culture where people eat bats and snakes and dogs and things like that these viruses are transmitted from the animal to the people and that's why china has been the source of a lot of these viruses like sars like mers the swine flu and now the coronavirus
us president donald trump advocated that the pay of public officials be stopped during the covid 19 pandemic,snopes,399,1,__label__1 us president donald trump advocated that the pay of public officials be stopped during the covid 19 pandemic
